,TESLA DIAGNOSTICS,Unnamed: 1,Unnamed: 2
2584,790    OS405   Rubella -IgM -SI0052          ELISA                  Serum(2ml)          2-8°C    Ampath         Daily      5 Days,600.00,
2585,,,
2586,791    OS406   Rubella RNA PCR -MD0173       Real Time PCR          EDTA-WB(3ml)        2-8°C    Ampath         Daily      7 Days,000.00,
2587,,,
2588,792    OS407   SCL-70 Antibody - SI0429      EIA                    Serum(2ml)          2-8°C    Ampath         Daily      5 Days,500.00,
2589,,,
2590,793    OS408   Scrub Typhus IgM -SI0091      ELISA                  Serum(2ml)          2-8°C    Ampath         Daily      5 Days,300.00,
2591,,,
2592,794    OS409   SHBG (Sex Hormone             CLIA                   Serum(2ml)          2-8°C    Ampath         Daily      5 Days,800.00,
2593,Binding Globulin) - BC0204,,
2594,,,
2595,795    OS410   SM/RNP Antibody (LP) - S2     EIA                    Serum(2ml)          2-8°C    Lalpath        Daily      7 Days,100.00,
2596,56,,
2597,,,
2598,796    OS411   SS-A/RO Antibody - SI0432     EIA                    Serum(2ml)          2-8°C    Ampath         Daily      7 Days,000.00,
2599,,,
2600,797    OS412   SS-B/LA Antibody - SI0433     EIA                    Serum(2ml)          2-8°C    Ampath         Daily      7 Days,000.00,
2601,,,
2602,798    OS413   Selenium -Serum -BC0420       ICPMS                  Serum(2ml)          2-8°C    Ampath         Daily      5 Days,000.00,
2603,,,
2604,799    OS414   Selenium - 24hrs Urine -BC    ICPMS                  24 Hrs. Urine(20m   2-8°C    Ampath         Daily      5 Days,000.00,
2605,0419                                                 l (24 hrs Urine,,
2606,Volume)),,
2607,,,
2608,,,
2609,,,
2610,Page 49 of 86,,
2611,LABORATORY MEDICINE,,
2612,,,
2613,SNo     Test    Name Of Test                    Methodology                  Sample/Volume         Temp     Referral Lab   Schedule   Tur,around,P
2614,Code                                                                                                Name                      tim,,
2615,800    OS415   Selenium - Spot Urine -BC0      ICPMS                        Urine(20ml)           2-8°C    Ampath         Daily      5 D,s         40,.00
2616,421,,
2617,,,
2618,801    OS416   Semen Fructose-                 Biochemical                  Semen(NA)             2-8°C    Ampath         Daily      5 D,s          6,.00
2619,Qualitative - BC0784,,
2620,,,
2621,802    OS417   Serotonin(5-Hydroxy             EIA                          24 Hrs. Urine(20m     2-8°C    Ampath         Daily      10,ys        50,.00
2622,Tryptamine)-24hrs Urine -B                                   l (24 hrs Urine,,
2623,C0788                                                        Volume)),,
2624,,,
2625,803    OS418   Serotonin(5-Hydroxy             EIA                          Serum(2ml)            2-8°C    Ampath         Daily      10,ys        50,.00
2626,Tryptamine)-Serum -BC078,,
2627,7,,
2628,,,
2629,804    OS419   Sickling Test (LP) - H042       Deoxygenation/Microscopy     EDTA-WB(3ml)          2-8°C    Lalpath        Daily      5 D,s          2,.00
2630,,,
2631,805    OS420   Silver -BC0789                  ICPMS                        EDTA-WB(3ml)          2-8°C    Ampath         Daily      15,ys        65,.00
2632,,,
2633,806    OS421   Smith(SM) IgG Antibodies -      ELISA                        Serum(2ml)            2-8°C    Ampath         Daily      5 D,s         16,.00
2634,SI0430,,
2635,,,
2636,807    OS422   Sperm DNA Fragmentation         Conventional PCR & Gel       Semen(NA)             2-8°C    Ampath         Daily      10,ys        78,.00
2637,-MD0255,,
2638,,,
2639,808    OS423   Stone Analysis                  FTIR                         Stone(NA)             2-8°C    Ampath         Daily      5 D,s         15,.00
2640,,,
2641,809    OS424   Sudan IV Stain (Fat in Stool/   Special Stain & Microscopy   Stool/Urine/Fluid(N   2-8°C    Lalpath        Daily      5 D,s          6,.00
2642,Fluids/Urine) (LP) - J058                                    A),,
2643,,,
2644,810    OS425   Syphilis Serology (LP) S252     CLIA                         Serum(2ml)            2-8°C    Lalpath        Daily      7 D,s         18,.00
2645,,,
2646,811    OS426   T-Cell Rearrangement -MD        Real Time PCR                Bone Marrow/WB.       2-8°C    Ampath         Daily      10,ys       200,.00
2647,0023                                                         EDTA(NA),,
2648,,,
2649,812    OS427   TB PCR Qualitative- Tissue      Real Time PCR                Tissue(NA)            15-25°   Cpath          Daily      7 D,s         25,.00
2650,/Biopsy(CP)                                                                        C,,
2651,,,
2652,813    OS428   TB PCR Qualitative- Fluid (     Real Time PCR                Fluid(2ml)            2-8°C    Lalpath        Daily      7 D,s         25,.00
2653,LP) -N001,,
2654,,,
2655,814    OS429   TB PCR Qualitative- Pus (M      Real Time PCR                Pus(NA)               2-8°C    Medicis        Daily      7 D,s         45,.00
2656,S),,
2657,,,
2658,815    OS430   TB PCR Qualitative-             Real Time PCR                Sputum(NA)            2-8°C    Lalpath        Daily      7 D,s         25,.00
2659,Sputum (LP) -N001,,
2660,,,
2661,816    OS431   TB PCR Qualitative- Urine (     Real Time PCR                Urine(20ml)           2-8°C    Lalpath        Daily      7 D,s         25,.00
2662,LP) - N001,,
2663,,,
2664,817    OS432   TB PCR Qualitative- Whole       Real Time PCR                EDTA-WB(3ml)          2-8°C    Lalpath        Daily      7 D,s         25,.00
2665,Blood (LP) - N001,,
2666,,,
2667,Page 50 of 86,,
2668,LABORATORY MEDICINE,,
2669,,,
2670,SNo     Test    Name Of Test                   Methodology          Sample/Volume   Temp    Referral Lab   Schedule   Turn around     MRP,,
2671,Code                                                                                Name                      time,,
2672,,,
2673,818    OS433   Tetanus Toxic Antibody - IgG   EIA                  Serum(2ml)      2-8°C   Ampath         Daily      10 Days       7000.,,
2674,-SI0439,,
2675,,,
2676,819    OS434   TORCH 10 IgG & IgM - PR0       ELISA                Serum(2ml)      2-8°C   Ampath         Daily      5 Days        2500.,,
2677,076,,
2678,,,
2679,820    OS435   TORCH 4 IgG - SI0658           ELISA                Serum(2ml)      2-8°C   Ampath         Daily      5 Days         700.,,
2680,,,
2681,821    OS436   TORCH 4 IgM - SI0659           ELISA                Serum(2ml)      2-8°C   Ampath         Daily      5 Days         700.,,
2682,,,
2683,822    OS437   TORCH 5 IgG - PR0078           ELISA                Serum(2ml)      2-8°C   Ampath         Daily      5 Days        1000.,,
2684,,,
2685,823    OS438   TORCH 5 IgM - PR0079           ELISA                Serum(2ml)      2-8°C   Ampath         Daily      5 Days        1000.,,
2686,,,
2687,824    OS439   TORCH 8 IgG & IgM - PR00       ELISA                Serum(2ml)      2-8°C   Ampath         Daily      5 Days        2000.,,
2688,77,,
2689,,,
2690,825    OS440   TOXO - IgG - SI0054            ELISA                Serum(2ml)      2-8°C   Ampath         Daily      5 Days         600.,,
2691,,,
2692,826    OS441   TOXO - IgM - SI0055            ELISA                Serum(2ml)      2-8°C   Ampath         Daily      5 Days         300.,,
2693,,,
2694,827    OS442   TPHA (Treponema                Haem Agglutination   Serum(2ml)      2-8°C   Ampath         Daily      5 Days         700.,,
2695,Pallidum Hemagglutination,,
2696,) - SI0056,,
2697,,,
2698,828    OS443   TPMT (Thiopurine Methyl        EIA                  EDTA-WB(3ml)    2-8°C   Ampath         Daily      7 Days        7600.,,
2699,Transferase) -BC0814,,
2700,,,
2701,829    OS444   Troponin I -HS (Quantitativ    CMIA                 Serum(2ml)      2-8°C   Lalpath        Daily      5 Days        2400.,,
2702,e) (LP) - B110,,
2703,,,
2704,830    OS445   Troponin T -HS (Quantitativ    ECLIA                Serum(2ml)      2-8°C   Lalpath        Daily      5 Days        2400.,,
2705,e) (LP) - B085,,
2706,,,
2707,831    OS446   TSH (Receptor Antibody)        CLIA                 Serum(2ml)      2-8°C   Ampath         Daily      7 Days        4000.,,
2708,-BC0430,,
2709,,,
2710,832    OS447   TSH (Ultra Sensitive) - BC0    ECLIA                Serum(2ml)      2-8°C   Ampath         Daily      5 Days         500.,,
2711,468,,
2712,,,
2713,833    OS448   Tacrolimus (LP) - G160         LC-MS/MS             Serum(2 ml)     2-8°C   Lalpath        Daily      5 Days        4300.,,
2714,,,
2715,834    OS449   Testosterone Free -BC0216      ELISA                Serum(2ml)      2-8°C   Ampath         Daily      5 Days         700.,,
2716,,,
2717,"835    OS450   Thalassemia Beta,              PCR,Sequencing       EDTA-WB(3ml)    2-8°C   Lalpath        Daily      10 Days       8700.",,
2718,Mutation Analysis (LP) - N0,,
2719,93,,
2720,,,
2721,836    OS451   Thallium - Spot Urine -BC0     ICPMS                Urine(20ml)     2-8°C   Ampath         Daily      7 Days        4500.,,
2722,808,,
2723,,,
2724,Page 51 of 86,,
2725,LABORATORY MEDICINE,,
2726,,,
2727,SNo     Test    Name Of Test                   Methodology           Sample/Volume       Temp     Referral Lab   Schedule   Turn around,MRP,
2728,Code                                                                                      Name                      time,,
2729,,,
2730,837    OS452   Thallium - Whole Blood -BC     ICPMS                 WB-EDTA & Na.       2-8°C    Ampath         Daily      7 Days,4500.00,
2731,0806                                                 Heparin(3ml),,
2732,,,
2733,838    OS453   Thallium - 24hrs Urine -BC     ICPMS                 24 Hrs. Urine(20m   2-8°C    Ampath         Daily      7 Days,4500.00,
2734,0807                                                 l (24 hrs Urine,,
2735,Volume)),,
2736,,,
2737,839    OS454   Thyroglobulin - BC0220         ECLIA                 Serum(2ml)          2-8°C    Ampath         Daily      5 Days,700.00,
2738,,,
2739,840    OS455   TTG-IgA (Tissue                ELISA                 Serum(2ml)          2-8°C    Ampath         Daily      5 Days,1200.00,
2740,Transglutaminase Antibody,,
2741,IgA) -SI0349,,
2742,,,
2743,841    OS456   TTG-IgG (Tissue                ELISA                 Serum(2ml)          2-8°C    Ampath         Daily      5 Days,1200.00,
2744,Transglutaminase Antibody,,
2745,IgG) - SI0350,,
2746,,,
2747,842    OS457   Transferrin -BC0224            Spectrophotometry     Serum(2ml)          2-8°C    Ampath         Daily      5 Days,1000.00,
2748,Calculation,,
2749,,,
2750,843    OS458   Homocysteine-Urine - BC0       Immunoturbidometery   Urine(20ml)         2-8°C    Ampath         Daily      10 Days,1600.00,
2751,369,,
2752,,,
2753,844    OS459   Troponin I (Quantitative) -    ELFA                  Serum(2ml)          2-8°C    Ampath         Daily      5 Days,1200.00,
2754,BC0819,,
2755,,,
2756,845    OS460   Troponin T (Quantitative) -    ECLIA                 Serum(2ml)          2-8°C    Ampath         Daily      5 Days,2400.00,
2757,BC0228,,
2758,,,
2759,846    OS461   VMA (Vanillyl Mandelic Acid    Chemical              Urine(20ml)         2-8°C    Medicis        Daily      5 Days,800.00,
2760,Qualitative) - Spot Urine (M,,
2761,S) - V06,,
2762,,,
2763,847    OS462   VMA (Vanillyl Mandelic Acid    HPLC                  24 Hrs. Urine(20m   2-8°C    Ampath         Daily      7 Days,4000.00,
2764,Quantitative) - 24 hrs Urine                         l (24 hrs Urine,,
2765,- BC0247                                             Volume)),,
2766,,,
2767,848    OS463   VMA (Vanillyl Mandelic Acid-   HPLC                  Urine(20ml)         20ml (   Ampath         Daily      7 Days,4000.00,
2768,Quantitative)-Spot Urine -                                               24 hrs,,
2769,BC0246                                                                   Urine,,
2770,Volum,,
2771,e),,
2772,,,
2773,849    OS464   Valporic Acid - BC0240         CLIA                  Serum(2ml)          2-8°C    Ampath         Daily      5 Days,700.00,
2774,,,
2775,850    OS465   Vancomycin - BC0431            CLIA                  Serum(2ml)          2-8°C    Ampath         Daily      5 Days,0000.00,
2776,,,
2777,851    OS466   Varicella zoster IgG           ELFA                  Serum(2ml)          2-8°C    Ampath         Daily      5 Days,1800.00,
2778,Antibodies(chicken pox) - SI,,
2779,0058,,
2780,Page 52 of 86,,
2781,LABORATORY MEDICINE,,
2782,,,
2783,SNo     Test    Name Of Test                   Methodology           Sample/Volume        Temp    Referral Lab   Schedule   Turn around,MRP,
2784,Code                                                                                      Name                      time,,
2785,,,
2786,852    OS467   Varicella zoster IgM           ELISA                 Serum(2ml)           2-8°C   Ampath         Daily      5 Days,1800.00,
2787,Antibodies(chicken pox) - SI,,
2788,0059,,
2789,,,
2790,853    OS468   Varicella zoster PCR           PCR                   EDTA-WB(3ml)         2-8°C   Ampath         Daily      7 Days,2600.00,
2791,Antibodies(chicken pox) -,,
2792,MD0251,,
2793,,,
2794,854    OS469   Vitamin - E (Tocopherol)       HPLC                  WB-EDTA / Serum(     2-8°C   Ampath         Daily      10 Days,5000.00,
2795,-BC0243                                              3ml),,
2796,,,
2797,855    OS470   Vitamin C (Ascorbic Acid) -    HPLC                  Serum(2ml)           2-8°C   Ampath         Daily      15 Days,4500.00,
2798,BC0436,,
2799,,,
2800,"856    OS471   Vitamin D (1,25-Dihydroxy)(    ELISA                 Serum(2ml)           2-8°C   Lalpath        Daily      5 Days",1800.00,
2801,LP)-R118,,
2802,,,
2803,857    OS472   Vitamin D2 & D3-25             LCMS                  Serum(2ml)           2-8°C   Metropolis     Daily      10 Days,3800.00,
2804,Hydroxy (MP)-V0144,,
2805,,,
2806,858    OS473   Vitamin A (Retinol) - BC043    HPLC                  WB-EDTA / Serum(     2-8°C   Ampath         Daily      10 Days,6000.00,
2807,2                                                    3ml),,
2808,,,
2809,859    OS474   Vitamin-B1(Thiamine) - BC      HPLC                  EDTA-WB(3ml)         2-8°C   IH             Daily      15 Days,5000.00,
2810,0433,,
2811,,,
2812,860    OS475   Vitamin-B12 Active (Holo       CLIA                  Serum(2ml)           2-8°C   Ampath         Daily      5 Days,1800.00,
2813,Transcobalamin) - BC0830,,
